id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address
19985,Slam Token,SLAM,slam-token-new,1,2021-05-05T00:00:00.000Z,[],10000000.0,0.0,10000000,,4816,,,2022-05-31T15:31:00.000Z,0.464603199332523,29134.11072444,-7.2904,0.90390026,1.06882715,-19.8230852,-28.34616472,-28.34616472,-28.34616472,0.0,0.0,4646031.99,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x000851476180bfc499ea68450a5327d21c9b050e
19898,Rbicycle,CYCLE,rbicycle,6,2022-05-02T12:54:58.000Z,[],49999999.0,0.0,0,,4817,48000000.0,416534.8551876743,2022-05-31T15:31:00.000Z,0.008677809483076547,28990.8418042,-18.1075,-0.4255245,-0.18801571,-23.93171498,-91.20218069,-91.20218069,-91.20218069,0.0,0.0,433890.47,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x5FE409888504804E329d8A366A26083a088736ab
19010,Confetti,CFTI,confetti,1,2022-03-23T13:56:02.000Z,[],,0.0,0,,4818,,,2022-05-31T15:32:00.000Z,0.4124278067843298,28973.5335547,19.4177,1.5161043,-2.5637658,3.16122899,-64.4650552,-97.39633382,-98.6829118,0.0,0.0,0.0,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xcfef8857e9c80e3440a823971420f7fa5f62f020
16365,TangoSwap,TANGO,tangoswap,1,2021-12-22T03:48:01.000Z,[],,0.0,26587643,,4819,,,2022-05-31T15:31:00.000Z,0.022884655385240787,28926.0798307,-1.2941,-0.102039,1.76649127,-1.2704035,-35.75007215,-64.64040049,-58.47852323,0.0,0.0,608449.05,2022-05-31T15:31:00.000Z,,,,,
19463,TattooMoney,TAT2,tattoomoney,1,2022-04-11T10:18:03.000Z,[],999920309.0,0.0,999920309,,4820,145241001.0,1670604.5092481428,2022-05-31T15:31:00.000Z,0.01150229272551036,28896.17367547,36.0019,-6.905226,-12.57634576,9.52858357,-55.63032518,-68.67038904,-68.67038904,0.0,0.0,11501376.1,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xb487d0328b109e302b9d817b6f46Cbd738eA08C2
14229,WealthSecrets,WSC,wealthsecrets,2,2021-11-10T06:01:10.000Z,[],27000000000.0,0.0,27000000000,,4821,,,2022-05-31T15:31:00.000Z,6.498582224063647e-05,28893.01602846,-36.7395,0.6749619,0.66800618,-18.07212501,-29.32752372,-49.7650875,-30.65853698,0.0,0.0,1754617.2,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xB7DAcf54a54bFea818F21472d3E71a89287841A7
13518,Ethereans,OS,ethereans,3,2021-10-29T03:56:25.000Z,[],1000000.0,0.0,1000000,,4822,,,2022-05-31T15:31:00.000Z,7.816542062445557,28857.41014635,-82.1128,0.02758914,12.04943538,23.24960076,-1.81250406,0.39903469,-39.45514444,0.0,0.0,7816542.06,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6100dd79fcaa88420750dcee3f735d168abcb771
19541,PegasusDollar,PES,pegasusdollar,6,2022-04-14T16:09:49.000Z,[],100000000000.0,0.0,24812,,4823,24367.0,95663.22040781655,2022-05-31T15:31:00.000Z,3.925933451299567,28788.60411374,-38.8634,1.40035465,-5.39428553,-37.24325376,-91.68387809,-99.41942116,-99.41942116,0.0,0.0,392593345129.96,2022-05-31T15:31:00.000Z,3635.0,Cronos,CRO,cronos,0x8EfBaA6080412D7832025b03B9239D0be1e2aa3B
20274,Pet Alliance,PAL,pet-alliance,1,2022-05-24T19:38:54.000Z,[],1000000.0,0.0,1000000,,4824,80000.0,4799.819798278749,2022-05-31T15:31:00.000Z,0.05999774747848436,28760.45318762,-90.3169,-0.30674407,-1.39603858,-60.73178474,-60.73178474,-60.73178474,-60.73178474,0.0,0.0,59997.75,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xd85974cb7f70c890b926cea6adaa31bde0829cb6
7276,Kirobo,KIRO,kirobo,9,2020-10-01T00:00:00.000Z,[],2200000000.0,0.0,2200000000,,4825,298421105.0,14236825.449241212,2022-05-31T15:31:00.000Z,0.04770716685484162,28659.91065742,353.316,0.13179515,4.20910759,0.35965633,-35.05842587,-61.82549194,-70.54022619,0.0,0.0,104955767.08,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xb1191f691a355b43542bea9b8847bc73e7abb137
20260,Ride To Earn,RD2E,ride-to-earn,1,2022-05-24T09:46:50.000Z,[],1000000000.0,0.0,954429875,,4826,954429875.0,3191504.405587005,2022-05-31T15:31:00.000Z,0.0033438856946792503,28623.8340999,37.9192,1.18366676,-2.91081291,-71.67220971,-58.73620994,-58.73620994,-58.73620994,0.0,0.0,3343885.69,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x66E1e0EA96aBB155932aF031d41Bf1F21b235958
19157,Clock 24,C24,clock-24,1,2022-03-29T10:35:31.000Z,[],500000000.0,0.0,604880,,4827,,,2022-05-31T15:32:00.000Z,0.06385539917964893,28614.31080184,12283.1682,0.93682041,-36.12006776,-45.97827641,-82.34657965,-98.57585584,-99.18528903,0.0,0.0,31927699.59,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x950642c4c8f52ca8a7d4af62d5e040f33f07d700
18942,Eterna,EHX,eterna,2,2022-03-20T08:59:02.000Z,[],1000000000.0,0.0,1000000000,,4828,1000000000.0,1679740.1389439919,2022-05-31T15:32:00.000Z,0.0016797401389439918,28599.14641963,-35.1603,0.92490665,0.68917007,1.38679776,-38.80813493,-67.86539182,-78.65308673,0.0,0.0,1679740.14,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0xe1747a23c44f445062078e3c528c9f4c28c50a51
13342,SoulSwap Finance,SOUL,soulswap-finance,6,2021-10-27T00:59:12.000Z,[],250000000.0,0.0,0,,4829,46670779.0,408270.22094756475,2022-05-31T15:31:00.000Z,0.00874787671634032,28523.16081122,2247.5838,-5.16863108,7.73989175,13.34217665,-37.80005387,-70.03129064,-87.73149313,0.0,0.0,2186969.18,2022-05-31T15:31:00.000Z,3513.0,Fantom,FTM,fantom,0xe2fb177009ff39f52c0134e8007fa0e4baacbd07
16330,Chikn Egg,EGG,chikn-egg,1,2021-12-21T08:02:42.000Z,['avalanche-ecosystem'],1231334.0,0.0,1231334,,4830,,,2022-05-31T15:31:00.000Z,0.31873190946497654,28471.5737714,37.618,0.30712599,-1.86260282,-9.16947122,-67.81688705,-80.25934122,-78.98745753,0.0,0.0,392465.44,2022-05-31T15:31:00.000Z,5805.0,Avalanche,AVAX,avalanche,0x7761e2338b35bceb6bda6ce477ef012bde7ae611
18198,Sincere Doge,SDOGE,sincere-doge,3,2022-02-19T13:26:55.000Z,"['memes', 'doggone-doggerel']",,0.0,0,,4831,,,2022-05-31T15:31:00.000Z,3.1660392558875e-11,28378.85634916,-14.2812,0.54121101,4.35768748,-0.42606085,-12.81634412,-60.22763115,8.9545546,0.0,0.0,0.0,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xA1ADFa98D869258356459C491D08fC1EB245705b
18363,GoCryptoMe,GCME,gocryptome,3,2022-02-24T15:52:31.000Z,[],100000000.0,0.0,100000000,,4832,98984780.0,524231.68578975846,2022-05-31T15:31:00.000Z,0.005296083759440173,28363.7012398,38.8451,0.41181893,8.34569518,-10.28209918,-64.2059283,-93.18186066,-96.76856571,0.0,0.0,529608.38,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x9528cCEb678B90dAf02cA5cA45622D5cBaF58A30
12208,Taxa Token,TXT,taxa-token,3,2021-09-30T01:20:46.000Z,[],,0.0,0,,4833,,,2022-05-31T15:31:00.000Z,0.003043780738075041,28246.25357617,-39.4836,0.09566251,1.48635379,-5.4554391,-11.39590109,-34.38467188,-12.68542752,0.0,0.0,0.0,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x547b2f82cecfab9c2b1d36fdda96ef9f58c63b8c
14349,Tutellus,TUT,tutellus,2,2021-11-11T10:15:50.000Z,[],200000000.0,0.0,2485423,,4834,2485423.0,806794.2289710819,2022-05-31T15:32:00.000Z,0.3246104300841675,28177.81792441,-9.3867,0.05793102,2.42974764,-2.54594424,-32.31114447,-46.86372133,-40.09691246,0.0,0.0,64922086.02,2022-05-31T15:32:00.000Z,3890.0,Polygon,MATIC,polygon,0x12a34a6759c871c4c1e8a0a42cfc97e4d7aaf68d
8806,Carnomaly,CARR,carnomaly,7,2021-03-16T00:00:00.000Z,[],530000000.0,0.0,530000000,,4835,451531898.0,705033.7320549007,2022-05-31T15:32:00.000Z,0.0015614261919872174,26222.34609123,-72.9692,0.02109207,-3.01113274,1.64787982,-52.65987522,-77.77803107,-75.52323819,0.0,0.0,827555.88,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x884ddbb5dc6c2cef77d3e74c6ccca315797d655b
10277,TRONPAD,TRONPAD,tronpad,12,2021-06-04T00:00:00.000Z,"['launchpad', 'bluezilla', 'bnb-chain']",1000000000.0,0.0,179500000,,4836,179500000.0,1735030.3628739777,2022-05-31T15:32:00.000Z,0.009665907314061157,28150.32004759,190.5038,1.67969556,-5.23043385,-13.12551247,-21.44059078,-75.10197688,-63.33166991,0.0,0.0,9665907.31,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x1Bf7AedeC439D6BFE38f8f9b20CF3dc99e3571C4
11309,OneRare,ORARE,onerare,3,2021-08-19T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'polygon-ecosystem']",100000000.0,0.0,100000000,,4837,6185190.0,353352.9359689716,2022-05-31T15:31:00.000Z,0.05712887331981258,28131.11420266,-47.7212,0.02650658,-3.30123213,-37.5273977,-50.51604239,-27.03690914,-20.8703723,0.0,0.0,5712887.33,2022-05-31T15:31:00.000Z,3890.0,Polygon,MATIC,polygon,0xff2382bd52efacef02cc895bcbfc4618608aa56f
16640,Tethys,TETHYS,tethys,4,2021-12-29T18:26:57.000Z,[],0.0,0.0,6159637,,4838,6159637.0,1642835.3174097652,2022-05-31T15:32:00.000Z,0.2667097618593052,28125.89318563,-43.5286,0.82777459,7.67510704,-4.45267097,-51.7680462,-84.72782083,-84.72782083,0.0,0.0,1642835.32,2022-05-31T15:32:00.000Z,9640.0,MetisDAO,METIS,metisdao,0x69fdb77064ec5c84FA2F21072973eB28441F43F3
10873,DOOR,DOOR,door,4,2021-07-13T00:00:00.000Z,[],1200000000.0,0.0,1200000000,,4839,764353097.0,40694795.14042753,2022-05-31T15:32:00.000Z,0.05324083241129005,28120.08171287,10.3942,9.4e-07,16.35780135,1.11731167,-5.42239955,-6.69294928,5.79786985,0.0,0.0,63888998.89,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7d48fbe0a877bb1f511fcf9b57f12420c75841e9
15338,CoreStarter,CSTR,corestarter,3,2021-11-30T05:12:06.000Z,[],100000000.0,0.0,100000000,,4840,7122337.0,64463.83262515478,2022-05-31T15:31:00.000Z,0.009050938284042832,28021.79897399,-5.2937,-0.64245847,-0.78612219,-1.94947656,-59.3878162,-65.2942942,-80.76565587,0.0,0.0,905093.83,2022-05-31T15:31:00.000Z,5426.0,Solana,SOL,solana,G7uYedVqFy97mzjygebnmmaMUVxWHFhNZotY6Zzsprvf
11090,Invitoken,INVI,invitoken,2,2021-07-29T00:00:00.000Z,[],3000000000.0,0.0,0,,4841,,,2022-05-31T15:31:00.000Z,2.1149667100291096,27885.40895798,-10.7719,-0.02095561,0.03117744,9.95398556,-0.98056343,-3.79998469,-3.40512287,0.0,0.0,6344900130.09,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x356A5160F2B34BC8d88FB084745465eBBbed0174
6869,BLOCKMAX,OCB,blockmax,3,2020-09-03T00:00:00.000Z,[],60000000.0,0.0,0,,4842,,,2022-05-31T15:32:00.000Z,0.05274223742908748,27862.90366574,-29.0713,1.3476458,-3.59592174,-4.0643866,-19.36075269,3.41318355,3.24079734,0.0,0.0,3164534.25,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x466912baa9430a4a460b141ee8c580d817441449
20296,AtEM,ATEM,atem,1,2022-05-25T19:43:24.000Z,[],10000000000.0,0.0,10000000000,,4843,9999999987.0,680486.0165607957,2022-05-31T15:31:00.000Z,6.804860174454275e-05,27826.83521987,-3.5451,0.30775747,10.63201005,66.7884737,66.7884737,66.7884737,66.7884737,0.0,0.0,680486.02,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xB1678Cc5Ab33C7089Abf2d417c57DE7ff0135025
12775,Waste Digital Coin,WACO,waste-coin,3,2021-10-15T06:53:38.000Z,[],20000000.0,0.0,20000000,,4844,,,2022-05-31T15:32:00.000Z,0.0029700355816881605,27787.44250532,15.4998,0.04559583,0.60076943,160.69326237,14.38507032,-2.85598067,-11.21120284,0.0,0.0,59400.71,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x910c4da718caf4ee38ce5c2490cddaeca689204e
8129,Fire Protocol,FIRE,fire-protocol,5,2020-12-29T00:00:00.000Z,"['polkastarter', 'exnetwork-capital-portfolio', 'vbc-ventures-portfolio']",,0.0,100000000,,4845,,,2022-05-31T15:31:00.000Z,0.006613829261292438,27726.15723962,-58.0995,-0.85683566,-29.0943966,18.58909427,-40.85617522,-72.98329897,-76.69006494,0.0,0.0,661382.93,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xF921ae2DAC5fa128DC0F6168Bf153ea0943d2D43
15438,ForthBox,FBX,forthbox,6,2021-12-01T05:30:19.000Z,[],1000000000.0,0.0,1000000000,,4846,,,2022-05-31T15:31:00.000Z,0.006477105494424872,27714.50652655,13.0123,-0.41966458,0.80193732,-12.62189274,-80.91392981,-87.38978217,-82.97156351,0.0,0.0,6477105.49,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0xFD57aC98aA8E445C99bc2C41B23997573fAdf795
4290,EMOGI Network,LOL,emogi-network,4,2019-08-25T00:00:00.000Z,[],,0.0,21000000000,,4847,,,2022-05-31T15:32:00.000Z,3.2980467876067594e-05,27692.96224517,83.2864,-2.94151223,-10.80804632,3.16600678,-25.05417432,-34.06680277,-24.99629304,0.0,0.0,692589.83,2022-05-31T15:32:00.000Z,2405.0,IOST,IOST,iostoken,
8508,PoolTogether,POOL,pooltogether,11,2021-02-18T00:00:00.000Z,['defi'],10000000.0,0.0,10000000,,4848,1972080.0,3540912.258481466,2022-05-31T15:32:00.000Z,1.7955216109293062,27665.87374941,-37.2686,-0.61293258,14.65163026,64.57155436,-33.53122261,-47.56342158,-29.85178748,0.0,0.0,17955216.11,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0cec1a9154ff802e7934fc916ed7ca50bde6844e
18001,Rabet,RBT,rabet,3,2022-02-10T02:48:13.000Z,[],100000000.0,0.0,100000000,,4849,15000000.0,229924.71800365613,2022-05-31T15:31:00.000Z,0.015328314533577076,27496.18719065,1765.1055,-6.27884599,28.24151118,10.67919671,-24.91301825,-33.34127296,-49.71481397,0.0,0.0,1532831.45,2022-05-31T15:31:00.000Z,512.0,Stellar,XLM,stellar,GCMSCRWZ3QBOI6AF75B5ZWDBXOSMIRW4FSBZH5OI65Y4H4GVH7LPSOYS
19023,Dripto,DRYP,dripto,3,2022-03-24T06:27:28.000Z,[],150000000.0,0.0,150000000,,4850,,,2022-05-31T15:32:00.000Z,0.02434830299485831,27417.83921575,-49.0383,0.15550993,-7.64376105,35.46073672,40.10637003,16.10553039,-53.21215516,0.0,0.0,3652245.45,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbe1fa1303e2979ab4d4e5df3d1c6e3656acab027
11502,CryptoCars,CCAR,cryptocars,16,2021-08-31T00:55:35.000Z,"['collectibles-nfts', 'gaming', 'entertainment', 'metaverse', 'play-to-earn']",100000000.0,0.0,100000000,,4851,,,2022-05-31T15:31:00.000Z,0.006413090630172344,27379.11110911,5.5881,-0.10234338,0.72614886,-1.22015742,-44.98941033,-63.84031452,-70.96722907,0.0,0.0,641309.06,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x50332bdca94673f33401776365b66cc4e81ac81d
6742,Dx,SALE,dxsale-network,9,2020-08-28T00:00:00.000Z,"['launchpad', 'avalanche-ecosystem', 'bnb-chain']",89683486.0,0.0,44745171,,4852,10713053.680482786,2631747.2157834163,2022-05-31T15:32:00.000Z,0.24565798830803728,27375.60538777,16792.7528,0.46591107,0.65809854,-1.80902461,-29.76170913,-41.29415784,-51.19219823,0.0,0.0,22031464.76,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xF063fE1aB7a291c5d06a86e14730b00BF24cB589
20329,Grinbit,GRBT,grinbit,2,2022-05-27T06:00:19.000Z,[],10000000000.0,0.0,10000000000,,4853,,,2022-05-31T15:31:00.000Z,0.06905972954494445,27237.14840804,0.1274,2.60978102,3.3205077,7.61335493,7.61335493,7.61335493,7.61335493,0.0,0.0,690597295.45,2022-05-31T15:31:00.000Z,4256.0,Klaytn,KLAY,klaytn,0xe2a10a2e55ece8a0fdf29dd8359d694f37b8ce17
15013,ReSource Protocol,SOURCE,resource-protocol,8,2021-11-23T02:56:47.000Z,[],100000000.0,0.0,100000000,,4854,3981800.0,2899240.46396613,2022-05-31T15:32:00.000Z,0.7281230759872745,27223.59683679,-9.764,1.52848341,-2.62882264,-3.21481207,-16.99061679,-14.9806107,-23.48300512,0.0,0.0,72812307.6,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0xea136fc555e695ba96d22e10b7e2151c4c6b2a20
14746,Titano,TITANO,titano,3,2021-11-18T03:48:03.000Z,[],,0.0,835155122.9655023,,4855,2144184610.8893247,16521342.23186744,2022-05-31T15:32:00.000Z,0.0077051864601411476,27073.26793437,10.5723,0.64132311,1.26728386,-40.47038016,-39.34044479,-95.71435656,-94.91408505,0.0,0.0,6435025.95,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0x4e3cABD3AD77420FF9031d19899594041C420aeE
16503,A4 Finance,A4,a4,2,2021-12-27T09:43:17.000Z,[],1000000000.0,0.0,1000000000,,4856,,,2022-05-31T15:32:00.000Z,0.03640288732619235,27017.18609856,243.8489,0.8432246,0.83463436,-5.59544334,-43.10926114,-6.29055345,6.97161853,0.0,0.0,36402887.33,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x9767203e89dcd34851240b3919d4900d3e5069f1
12890,Uplift,LIFT,uplift,1,2021-10-19T11:07:21.000Z,[],1000000000.0,0.0,8870957,,4857,8870957.0,626416.2763862148,2022-05-31T15:32:00.000Z,0.07061428393646985,27015.07196686,-5.6068,-1.99791061,4.12525936,6.68380972,-43.12325041,-41.41335935,-54.40627226,0.0,0.0,70614283.94,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x513C3200F227ebB62e3B3d00B7a83779643a71CF
6405,MiniSwap,MINI,miniswap,3,2020-08-09T00:00:00.000Z,[],1000000000.0,0.0,0,,4858,,,2022-05-31T15:32:00.000Z,0.013869635686398782,26997.69155773,-21.1541,-0.71992336,1.29910122,22.19687155,-40.39200472,-48.63248935,-49.84045326,0.0,0.0,13869635.69,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4d953cf077c0c95ba090226e59a18fcf97db44ec
7200,Bidao,BID,bidao,12,2020-09-28T00:00:00.000Z,['cosmos-ecosystem'],2650000000.0,0.0,2650000000,,4859,,,2022-05-31T15:31:00.000Z,0.0022648811925530267,26962.27335684,-60.8544,-0.05944326,0.429072,-7.55368686,-64.27173589,-75.19109656,-76.12698562,0.0,0.0,6001935.16,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x25e1474170c4c0aA64fa98123bdc8dB49D7802fa
11973,Thales,THALES,thales,8,2021-09-20T11:28:53.000Z,[],100000000.0,0.0,100000000,,4860,19285461.0,5138262.988349844,2022-05-31T15:31:00.000Z,0.26643195038738476,26959.68231081,5.1267,-0.09936612,1.73555859,-9.18505024,-40.86114264,-51.79503706,-76.7775617,0.0,0.0,26643195.04,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8947da500eb47f82df21143d0c01a29862a8c3c5
13051,ARC,ARC,depo,7,2021-10-23T21:13:38.000Z,[],995100000.0,0.0,995100000,,4861,475494177.0,8173833.098509975,2022-05-31T15:32:00.000Z,0.017190185482565803,26928.1110562,147.0928,1.5136373,1.20188274,15.18000332,-46.65580735,-64.74187696,-72.87336443,0.0,0.0,17105953.57,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc82e3db60a52cf7529253b4ec688f631aad9e7c2
19202,Kusunoki Samurai,KUSUNOKI,kusunoki-samurai,3,2022-03-30T09:44:14.000Z,[],8e+16,0.0,80000000000000000,,4862,,,2022-05-31T15:32:00.000Z,1.1527338822289e-10,26921.67214404,8.8193,-1.69662011,-0.56445513,-4.63841193,-58.02200646,-80.39677858,-79.565702,0.0,0.0,9221871.06,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x36919a60a2b67b6d2329863093d180d23d5a0308
20269,Batasm Protocol BSM,BSM,batasm-protocol-bsm,1,2022-05-21T15:00:09.000Z,[],,0.0,29999400,,4863,,,2022-05-31T15:31:00.000Z,0.16288599398656448,26907.14078599,-1.2203,0.53047603,7.8738219,-14.74184557,-14.43252258,-14.43252258,-14.43252258,0.0,0.0,4886482.09,2022-05-31T15:31:00.000Z,3513.0,Fantom,FTM,fantom,0xb214d491a58a250a99f11ce01c361e7fad4d3e69
17469,Single Finance,SINGLE,single-finance,10,2022-01-19T10:43:34.000Z,[],1000000000.0,0.0,0,,4864,157000000.0,2069190.69637116,2022-05-31T15:31:00.000Z,0.013179558575612484,26881.48626925,-66.8431,0.12152582,1.30773168,-11.81208525,-49.50173269,-78.49293134,-89.61064172,0.0,0.0,13179558.58,2022-05-31T15:31:00.000Z,3635.0,Cronos,CRO,cronos,0x0804702a4e749d39a35fde73d1df0b1f1d6b8347
12411,Balkari,BKR,balkari,2,2021-10-06T19:54:18.000Z,[],10000000000.0,0.0,10000000000,,4865,675000000.0,69079089.07859977,2022-05-31T15:32:00.000Z,0.1023393912275552,26881.75819465,-80.3952,-0.67929605,0.3952686,1.42645395,-3.2643209,-37.81376626,-43.16436554,0.0,0.0,1023393912.28,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x77271813bd9167e75b5df9c230cf58d64f0a58fd
14227,Crypto Media Network,CMN,crypto-media-network,2,2021-11-10T05:57:45.000Z,[],30000000.0,0.0,30000000,,4866,,,2022-05-31T15:31:00.000Z,0.20198248871413269,26815.22351114,269926.6034,-2.10482825,44.36140048,-8.34220151,-85.04018469,-86.67358354,-87.53882795,0.0,0.0,6059474.66,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x2dFBedC45A8a1FA0A14CAcacC0c1cbd88946326c
13751,Liquid Collectibles,LICO,liquid-collectibles,2,2021-11-02T05:43:07.000Z,[],,0.0,13003178,,4867,,,2022-05-31T15:31:00.000Z,0.009738264894784555,26808.95620797,187.6968,-2.00805166,15.30000384,20.95461876,-40.33014758,-67.78713445,-84.90680474,0.0,0.0,126628.39,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x4F3266a56589357B4f8082918b14B923693e57f0
19872,Oceans Finance,OCEANS,oceans-finance,1,2022-04-30T16:12:27.000Z,[],800000000.0,0.0,983039.6248,,4868,,,2022-05-31T15:31:00.000Z,0.4595035287523938,26747.02118831,-35.519,-0.97174284,-9.50537606,6.53458149,-14.08523356,22.06366423,22.06366423,0.0,0.0,367602823.0,2022-05-31T15:31:00.000Z,1839.0,BNB,BNB,bnb,0x7769d930bc6b087f960c5d21e34a4449576cf22a
5295,3X Long BNB Token,BNBBULL,3x-long-bnb-token,3,2020-03-11T00:00:00.000Z,[],,0.0,4975.416337,,4869,,,2022-05-31T15:31:00.000Z,41.82119417273092,26685.79531615,-43.8422,2.21613123,2.6315557,-1.9403444,-66.08415581,-78.32143494,-74.25395489,0.0,0.0,208077.85,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x9d1a62c2ad99019768b9126fda004a9952853f6e
14730,Everlens,ELEN,everlens,3,2021-11-17T21:46:45.000Z,[],1500000000.0,0.0,1500000000,,4870,118666667.0,210499.34521130024,2022-05-31T15:32:00.000Z,0.0017738708816292972,26512.32207996,-2.0991,-0.04551191,-0.84550844,-6.10556023,-24.39102328,-36.9371788,-65.22253067,0.0,0.0,2660806.32,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0xCa2483727292bA552AEc12DfEE4dc105CB1376B9
10979,Universe.XYZ,XYZ,universe-xyz,10,2021-07-21T00:00:00.000Z,[],1000000000.0,0.0,0,,4871,160332553.0,1728236.5162063006,2022-05-31T15:32:00.000Z,0.01077907439175063,26502.82272036,50.1488,-0.431527,3.36485752,-13.8887196,-79.48574133,-82.49992812,-93.7878834,0.0,0.0,10779074.39,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x618679df9efcd19694bb1daa8d00718eacfa2883
8880,MacaronSwap,MCRN,macaronswap,6,2021-03-18T00:00:00.000Z,['bnb-chain'],1700000.0,0.0,0,,4872,,,2022-05-31T15:32:00.000Z,0.27692128422396817,26569.22070471,-33.1776,0.27138502,1.27251126,-2.30136492,-47.28510343,-60.62796458,-66.12729363,0.0,0.0,470766.18,2022-05-31T15:32:00.000Z,1839.0,BNB,BNB,bnb,0xacb2d47827c9813ae26de80965845d80935afd0b
15779,basis.markets,BASIS,basis-markets,2,2021-12-08T04:44:40.000Z,[],1000000000.0,0.0,1000000000,,4873,1000000000.0,6430344.750348599,2022-05-31T15:31:00.000Z,0.0064303447503485985,26418.55498545,-12.5521,-0.16066647,-51.44431041,-68.66866936,-86.11621529,-92.1676092,-89.81602751,0.0,0.0,6430344.75,2022-05-31T15:31:00.000Z,5426.0,Solana,SOL,solana,Basis9oJw9j8cw53oMV7iqsgo6ihi9ALw4QR31rcjUJa
8940,ParaState,STATE,parastate,1,2021-03-25T00:00:00.000Z,"['platform', 'enterprise-solutions', 'okex-blockdream-ventures-portfolio']",1000000000.0,0.0,0,,4874,,,2022-05-31T15:32:00.000Z,0.019188635855166596,26290.68739189,226.2449,-0.00034593,25.49408575,0.56353255,-60.92437602,-77.64502743,-88.54868002,0.0,0.0,19188635.86,2022-05-31T15:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdC6104b7993e997Ca5f08aCAB7D3AE86E13D20a6
8971,MerchDAO,MRCH,merchdao,3,2021-03-28T00:00:00.000Z,"['poolz-finance-portfolio', 'exnetwork-capital-portfolio']",10000000.0,0.0,0,,4875,,,2022-05-31T15:31:00.000Z,0.027723435438535258,26282.62267245,-21.4077,0.17226975,1.14793857,-10.48130136,-47.02616086,-63.04612051,-64.88419795,0.0,0.0,277234.35,2022-05-31T15:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbed4ab0019ff361d83ddeb74883dac8a70f5ea1e
